image_ID,x,y,width,height,tag
/img23.jpg,478.0,336.0,95.0,95.0,T
/img23.jpg,856.0,344.0,39.0,39.0,F
/img2307.jpg,99.0,340.0,67.0,67.0,T
/img2307.jpg,196.0,148.0,25.0,25.0,F
/img2307.jpg,282.0,216.0,51.0,51.0,T
/img2307.jpg,442.0,187.0,39.0,39.0,T
/img2307.jpg,621.0,393.0,92.0,92.0,T
/img2307.jpg,629.0,179.0,39.0,39.0,T
/img2307.jpg,745.0,234.0,43.0,43.0,T
/img2307.jpg,764.0,306.0,55.0,55.0,T
/img2314.jpg,396.0,150.0,41.0,41.0,T
/img2314.jpg,525.0,123.0,43.0,43.0,T
/img2314.jpg,755.0,38.0,22.0,22.0,F
/img2323.jpg,179.0,211.0,78.0,78.0,T
/img2323.jpg,279.0,529.0,42.0,42.0,N
/img2323.jpg,363.0,133.0,25.0,25.0,F
/img2323.jpg,427.0,182.0,56.0,56.0,T
/img2323.jpg,557.0,233.0,88.0,88.0,T
/img2323.jpg,731.0,303.0,119.0,119.0,T
/img2335.jpg,295.0,136.0,43.0,43.0,F
/img2335.jpg,394.0,155.0,142.0,142.0,T
/img2335.jpg,528.0,182.0,61.0,61.0,N
/img2335.jpg,586.0,179.0,94.0,94.0,T
/img2335.jpg,735.0,203.0,168.0,168.0,T
/img2335.jpg,899.0,297.0,56.0,56.0,N
/img2401.jpg,405.0,95.0,88.0,88.0,T
/img2401.jpg,770.0,121.0,58.0,58.0,F
/img279.jpg,108.0,221.0,32.0,32.0,F
/img279.jpg,238.0,220.0,46.0,46.0,T
/img279.jpg,277.0,397.0,80.0,80.0,T
/img279.jpg,297.0,184.0,49.0,49.0,T
/img279.jpg,380.0,193.0,56.0,56.0,T
/img279.jpg,384.0,438.0,66.0,66.0,T
/img279.jpg,409.0,356.0,54.0,54.0,T
/img279.jpg,435.0,212.0,50.0,50.0,T
/img279.jpg,478.0,336.0,52.0,52.0,T
/img279.jpg,481.0,446.0,75.0,75.0,T
/img279.jpg,548.0,226.0,31.0,31.0,T
/img279.jpg,551.0,352.0,57.0,57.0,T
/img279.jpg,610.0,196.0,37.0,37.0,T
/img279.jpg,624.0,386.0,60.0,60.0,T
/img279.jpg,662.0,232.0,35.0,35.0,T
/img279.jpg,725.0,219.0,42.0,42.0,T
/img3097.jpg,9.0,40.0,27.0,27.0,F
/img3097.jpg,64.0,317.0,133.0,133.0,T
/img3097.jpg,194.0,279.0,114.0,114.0,T
/img3097.jpg,270.0,255.0,63.0,63.0,T
/img3097.jpg,314.0,163.0,49.0,49.0,T
/img3097.jpg,529.0,205.0,41.0,41.0,T
/img3097.jpg,624.0,249.0,72.0,72.0,T
/img3097.jpg,670.0,292.0,86.0,86.0,T
/img3097.jpg,758.0,355.0,103.0,103.0,T
/img3132.jpg,193.0,78.0,49.0,49.0,F
/img3132.jpg,298.0,204.0,83.0,83.0,T
/img3132.jpg,310.0,129.0,44.0,44.0,F
/img3132.jpg,446.0,102.0,153.0,153.0,T
/img3140.jpg,187.0,331.0,55.0,55.0,T
/img3140.jpg,262.0,280.0,61.0,61.0,T
/img3140.jpg,290.0,231.0,46.0,46.0,T
/img3140.jpg,328.0,285.0,51.0,51.0,T
/img3140.jpg,376.0,258.0,47.0,47.0,T
/img3140.jpg,425.0,266.0,54.0,54.0,T
/img3140.jpg,426.0,339.0,54.0,54.0,T
/img3140.jpg,492.0,284.0,59.0,59.0,T
/img3140.jpg,578.0,302.0,60.0,60.0,T
/img3140.jpg,579.0,209.0,50.0,50.0,T
/img3140.jpg,642.0,287.0,44.0,44.0,T
/img3140.jpg,691.0,257.0,43.0,43.0,T
/img3140.jpg,711.0,324.0,59.0,59.0,T
/img3140.jpg,807.0,243.0,23.0,23.0,F
/img3152.jpg,88.0,184.0,32.0,32.0,N
/img3152.jpg,175.0,130.0,22.0,22.0,F
/img3152.jpg,381.0,171.0,51.0,51.0,T
/img3160.jpg,318.0,106.0,139.0,139.0,T
/img3160.jpg,887.0,377.0,54.0,54.0,F
/img3162.jpg,2.0,250.0,24.0,24.0,F
/img3162.jpg,158.0,125.0,90.0,90.0,T
/img3162.jpg,354.0,163.0,87.0,87.0,T
/img3174.jpg,187.0,331.0,55.0,55.0,T
/img3174.jpg,262.0,280.0,61.0,61.0,T
/img3174.jpg,290.0,231.0,46.0,46.0,T
/img3174.jpg,328.0,285.0,51.0,51.0,T
/img3174.jpg,376.0,258.0,47.0,47.0,T
/img3174.jpg,425.0,266.0,54.0,54.0,T
/img3174.jpg,426.0,339.0,54.0,54.0,T
/img3174.jpg,492.0,284.0,59.0,59.0,T
/img3174.jpg,578.0,302.0,60.0,60.0,T
/img3174.jpg,579.0,209.0,50.0,50.0,T
/img3174.jpg,642.0,287.0,44.0,44.0,T
/img3174.jpg,691.0,257.0,43.0,43.0,T
/img3174.jpg,711.0,324.0,59.0,59.0,T
/img3174.jpg,807.0,243.0,23.0,23.0,F
/img3181.jpg,188.0,536.0,59.0,59.0,N
/img3181.jpg,262.0,338.0,58.0,58.0,T
/img3181.jpg,314.0,238.0,45.0,45.0,T
/img3181.jpg,354.0,200.0,38.0,38.0,F
/img3181.jpg,371.0,272.0,63.0,63.0,T
/img3181.jpg,448.0,226.0,62.0,62.0,T
/img3181.jpg,530.0,185.0,43.0,43.0,T
/img3181.jpg,574.0,216.0,56.0,56.0,T
/img3181.jpg,703.0,205.0,54.0,54.0,T
/img3181.jpg,808.0,167.0,69.0,69.0,T
/img3274.jpg,95.0,308.0,134.0,134.0,T
/img3274.jpg,189.0,235.0,56.0,56.0,F
/img3274.jpg,376.0,99.0,155.0,155.0,T
/img3274.jpg,723.0,241.0,137.0,137.0,T
/img3274.jpg,758.0,5.0,46.0,46.0,N
/img3280.jpg,173.0,52.0,39.0,39.0,F
/img3280.jpg,212.0,107.0,42.0,42.0,F
/img3280.jpg,386.0,123.0,66.0,66.0,T
/img3280.jpg,453.0,86.0,52.0,52.0,T
/img3281.jpg,115.0,195.0,46.0,46.0,N
/img3281.jpg,482.0,191.0,89.0,89.0,T
/img3281.jpg,593.0,188.0,89.0,89.0,T
/img3281.jpg,914.0,170.0,43.0,43.0,F
/img3284.jpg,152.0,81.0,67.0,67.0,T
/img3284.jpg,231.0,58.0,95.0,95.0,T
/img3284.jpg,338.0,111.0,72.0,72.0,T
/img3284.jpg,479.0,317.0,101.0,101.0,T
/img3284.jpg,544.0,240.0,50.0,50.0,F
/img3284.jpg,598.0,259.0,53.0,53.0,F
/img3284.jpg,641.0,241.0,62.0,62.0,T
/img3291.jpg,57.0,107.0,24.0,24.0,F
/img3291.jpg,458.0,428.0,96.0,96.0,T
/img3291.jpg,559.0,110.0,26.0,26.0,T
/img3291.jpg,608.0,169.0,32.0,32.0,T
/img3291.jpg,809.0,138.0,24.0,24.0,T
/img3297.jpg,118.0,209.0,24.0,24.0,F
/img3297.jpg,127.0,282.0,30.0,30.0,F
/img3297.jpg,318.0,353.0,32.0,32.0,T
/img3297.jpg,322.0,80.0,64.0,64.0,N
/img3297.jpg,339.0,226.0,25.0,25.0,T
/img3297.jpg,365.0,304.0,28.0,28.0,T
/img3297.jpg,389.0,326.0,29.0,29.0,T
/img3297.jpg,411.0,260.0,26.0,26.0,T
/img3297.jpg,450.0,283.0,30.0,30.0,T
/img3297.jpg,494.0,330.0,26.0,26.0,T
/img3297.jpg,500.0,76.0,64.0,64.0,N
/img3297.jpg,501.0,286.0,25.0,25.0,T
/img3297.jpg,522.0,343.0,36.0,36.0,T
/img3297.jpg,546.0,290.0,25.0,25.0,T
/img3297.jpg,551.0,233.0,25.0,25.0,T
/img3297.jpg,602.0,252.0,27.0,27.0,T
/img3297.jpg,606.0,312.0,28.0,28.0,T
/img3308.jpg,354.0,334.0,60.0,60.0,T
/img3308.jpg,416.0,400.0,45.0,45.0,N
/img3308.jpg,469.0,359.0,70.0,70.0,T
/img3308.jpg,539.0,267.0,69.0,69.0,T
/img3308.jpg,547.0,466.0,42.0,42.0,N
/img3308.jpg,665.0,277.0,76.0,76.0,T
/img3308.jpg,739.0,224.0,43.0,43.0,N
/img3308.jpg,861.0,296.0,27.0,27.0,F
/img3319.jpg,156.0,55.0,56.0,56.0,T
/img3319.jpg,215.0,199.0,59.0,59.0,N
/img3319.jpg,242.0,87.0,57.0,57.0,F
/img3319.jpg,367.0,320.0,50.0,50.0,T
/img3319.jpg,466.0,248.0,40.0,40.0,T
/img3319.jpg,628.0,352.0,70.0,70.0,T
/img3319.jpg,664.0,223.0,29.0,29.0,T
/img3319.jpg,711.0,222.0,24.0,24.0,T
/img3319.jpg,769.0,286.0,54.0,54.0,T
/img3319.jpg,801.0,352.0,63.0,63.0,T
/img3319.jpg,833.0,239.0,33.0,33.0,T
/img334.jpg,130.0,292.0,75.0,75.0,T
/img334.jpg,230.0,387.0,61.0,61.0,T
/img334.jpg,387.0,326.0,70.0,70.0,T
/img334.jpg,506.0,388.0,52.0,52.0,T
/img334.jpg,581.0,345.0,55.0,55.0,T
/img334.jpg,660.0,377.0,50.0,50.0,T
/img334.jpg,777.0,318.0,23.0,23.0,F
/img334.jpg,885.0,324.0,39.0,39.0,F
/img334.jpg,907.0,61.0,44.0,44.0,N
/img337.jpg,39.0,45.0,80.0,80.0,N
/img337.jpg,47.0,2.0,61.0,61.0,N
/img337.jpg,236.0,229.0,79.0,79.0,F
/img337.jpg,455.0,389.0,68.0,68.0,T
/img337.jpg,470.0,157.0,139.0,139.0,T
/img338.jpg,66.0,181.0,82.0,82.0,F
/img338.jpg,386.0,245.0,174.0,174.0,T
/img338.jpg,587.0,199.0,99.0,99.0,T
/img3393.jpg,14.0,87.0,30.0,30.0,F
/img3393.jpg,363.0,177.0,55.0,55.0,T
/img344.jpg,80.0,186.0,54.0,54.0,F
/img344.jpg,215.0,184.0,46.0,46.0,F
/img344.jpg,336.0,171.0,97.0,97.0,T
/img344.jpg,432.0,84.0,122.0,122.0,T
/img344.jpg,566.0,190.0,24.0,24.0,F
/img344.jpg,600.0,175.0,48.0,48.0,F
/img345.jpg,13.0,177.0,114.0,114.0,T
/img345.jpg,289.0,145.0,71.0,71.0,T
/img345.jpg,393.0,225.0,94.0,94.0,T
/img345.jpg,473.0,142.0,91.0,91.0,T
/img345.jpg,657.0,72.0,89.0,89.0,T
/img345.jpg,685.0,249.0,45.0,45.0,N
/img345.jpg,861.0,166.0,48.0,48.0,F
/img348.jpg,166.0,371.0,64.0,64.0,N
/img348.jpg,250.0,112.0,113.0,113.0,T
/img348.jpg,374.0,182.0,28.0,28.0,F
/img348.jpg,453.0,182.0,84.0,84.0,T
/img348.jpg,586.0,188.0,87.0,87.0,T
/img3513.jpg,335.0,209.0,47.0,47.0,T
/img3513.jpg,419.0,248.0,39.0,39.0,T
/img3513.jpg,544.0,532.0,33.0,33.0,N
/img3513.jpg,639.0,246.0,54.0,54.0,T
/img3513.jpg,694.0,76.0,26.0,26.0,F
/img3513.jpg,717.0,69.0,48.0,48.0,N
/img387.jpg,35.0,168.0,23.0,23.0,T
/img387.jpg,234.0,239.0,22.0,22.0,T
/img387.jpg,249.0,184.0,23.0,23.0,T
/img387.jpg,259.0,162.0,22.0,22.0,T
/img387.jpg,263.0,239.0,24.0,24.0,T
/img387.jpg,304.0,218.0,25.0,25.0,T
/img387.jpg,313.0,275.0,23.0,23.0,T
/img387.jpg,338.0,168.0,23.0,23.0,T
/img387.jpg,344.0,535.0,29.0,29.0,T
/img387.jpg,352.0,290.0,23.0,23.0,T
/img387.jpg,373.0,200.0,43.0,43.0,T
/img387.jpg,382.0,193.0,23.0,23.0,T
/img387.jpg,428.0,295.0,23.0,23.0,T
/img387.jpg,436.0,203.0,23.0,23.0,T
/img387.jpg,458.0,249.0,24.0,24.0,T
/img387.jpg,490.0,212.0,24.0,24.0,T
/img387.jpg,519.0,393.0,25.0,25.0,T
/img387.jpg,556.0,283.0,23.0,23.0,T
/img387.jpg,560.0,335.0,25.0,25.0,T
/img387.jpg,584.0,201.0,21.0,21.0,F
/img387.jpg,624.0,419.0,27.0,27.0,T
/img387.jpg,680.0,351.0,22.0,22.0,T
/img387.jpg,732.0,443.0,24.0,24.0,T
/img387.jpg,752.0,457.0,28.0,28.0,T
/img4.jpg,28.0,99.0,81.0,81.0,F
/img4.jpg,489.0,214.0,57.0,57.0,T
/img4.jpg,641.0,181.0,66.0,66.0,T
/img410.jpg,131.0,202.0,38.0,38.0,N
/img410.jpg,214.0,502.0,44.0,44.0,N
/img410.jpg,234.0,275.0,22.0,22.0,F
/img410.jpg,358.0,284.0,45.0,45.0,N
/img410.jpg,405.0,291.0,49.0,49.0,T
/img410.jpg,450.0,283.0,22.0,22.0,F
/img410.jpg,502.0,294.0,39.0,39.0,T
/img460.jpg,96.0,280.0,63.0,63.0,F
/img460.jpg,394.0,492.0,49.0,49.0,N
/img460.jpg,431.0,484.0,114.0,114.0,N
/img460.jpg,439.0,214.0,85.0,85.0,T
/img4670.jpg,77.0,495.0,79.0,79.0,N
/img4670.jpg,112.0,350.0,63.0,63.0,T
/img4670.jpg,207.0,339.0,63.0,63.0,T
/img4670.jpg,314.0,285.0,52.0,52.0,T
/img4670.jpg,358.0,328.0,58.0,58.0,T
/img4670.jpg,403.0,367.0,71.0,71.0,T
/img4670.jpg,494.0,309.0,61.0,61.0,T
/img4670.jpg,611.0,346.0,72.0,72.0,T
/img4670.jpg,732.0,296.0,72.0,72.0,T
/img4670.jpg,889.0,325.0,46.0,46.0,F
/img4726.jpg,82.0,570.0,76.0,76.0,N
/img4726.jpg,239.0,430.0,57.0,57.0,F
/img4726.jpg,374.0,289.0,34.0,34.0,T
/img4726.jpg,463.0,266.0,43.0,43.0,T
/img4726.jpg,598.0,279.0,42.0,42.0,T
/img4726.jpg,746.0,261.0,47.0,47.0,T
/img4727.jpg,380.0,356.0,53.0,53.0,F
/img4727.jpg,434.0,259.0,25.0,25.0,T
/img4727.jpg,703.0,245.0,42.0,42.0,T
/img4731.jpg,341.0,130.0,86.0,86.0,T
/img4731.jpg,564.0,303.0,57.0,57.0,F
/img4759.jpg,277.0,242.0,135.0,135.0,T
/img4759.jpg,564.0,118.0,39.0,39.0,F
/img4759.jpg,581.0,256.0,114.0,114.0,T
/img4765.jpg,67.0,241.0,76.0,76.0,T
/img4765.jpg,297.0,202.0,68.0,68.0,T
/img4765.jpg,660.0,223.0,83.0,83.0,T
/img4765.jpg,815.0,190.0,55.0,55.0,F
/img4765.jpg,896.0,185.0,46.0,46.0,F
/img4820.jpg,457.0,233.0,80.0,80.0,T
/img4820.jpg,788.0,226.0,110.0,110.0,F
/img4820.jpg,835.0,641.0,53.0,53.0,N
/img4823.jpg,341.0,130.0,86.0,86.0,T
/img4823.jpg,564.0,303.0,57.0,57.0,F
/img4851.jpg,277.0,242.0,135.0,135.0,T
/img4851.jpg,564.0,118.0,39.0,39.0,F
/img4851.jpg,581.0,256.0,114.0,114.0,T
/img4857.jpg,67.0,241.0,76.0,76.0,T
/img4857.jpg,297.0,202.0,68.0,68.0,T
/img4857.jpg,660.0,223.0,83.0,83.0,T
/img4857.jpg,815.0,190.0,55.0,55.0,F
/img4857.jpg,896.0,185.0,46.0,46.0,F
/img4915.jpg,47.0,214.0,56.0,56.0,F
/img4915.jpg,61.0,134.0,170.0,170.0,T
/img4915.jpg,252.0,294.0,34.0,34.0,F
/img4915.jpg,356.0,269.0,51.0,51.0,F
/img4915.jpg,425.0,248.0,62.0,62.0,F
/img4915.jpg,609.0,142.0,140.0,140.0,T
/img4917.jpg,185.0,81.0,183.0,183.0,T
/img4917.jpg,347.0,321.0,71.0,71.0,N
/img4917.jpg,370.0,576.0,44.0,44.0,N
/img4917.jpg,412.0,173.0,158.0,158.0,T
/img4917.jpg,601.0,166.0,188.0,188.0,T
/img4917.jpg,851.0,248.0,31.0,31.0,F
/img4918.jpg,380.0,160.0,272.0,272.0,T
/img4918.jpg,757.0,179.0,74.0,74.0,F
/img4951.jpg,230.0,358.0,66.0,66.0,F
/img4951.jpg,410.0,125.0,266.0,266.0,T
/img4961.jpg,170.0,61.0,65.0,65.0,F
/img4961.jpg,400.0,91.0,58.0,58.0,F
/img4961.jpg,434.0,447.0,62.0,62.0,N
/img4961.jpg,545.0,277.0,139.0,139.0,T
/img4967.jpg,157.0,185.0,24.0,24.0,F
/img4967.jpg,376.0,251.0,143.0,143.0,T
/img4967.jpg,476.0,93.0,88.0,88.0,T
/img4967.jpg,618.0,216.0,47.0,47.0,T
/img4967.jpg,761.0,45.0,122.0,122.0,T
/img4971.jpg,429.0,150.0,45.0,45.0,T
/img4971.jpg,549.0,144.0,48.0,48.0,F
/img4971.jpg,611.0,108.0,59.0,59.0,F
/img4971.jpg,749.0,68.0,61.0,61.0,F
/img4972.jpg,467.0,253.0,59.0,59.0,T
/img4972.jpg,542.0,329.0,32.0,32.0,F
/img4972.jpg,650.0,321.0,28.0,28.0,F
/img4979.jpg,120.0,199.0,261.0,261.0,T
/img4979.jpg,348.0,74.0,139.0,139.0,T
/img4979.jpg,886.0,134.0,26.0,26.0,F
/img4981.jpg,86.0,255.0,23.0,23.0,F
/img4981.jpg,322.0,128.0,143.0,143.0,T
/img4981.jpg,527.0,48.0,182.0,182.0,T
/img4985.jpg,214.0,124.0,54.0,54.0,T
/img4985.jpg,261.0,384.0,93.0,93.0,T
/img4985.jpg,281.0,203.0,55.0,55.0,T
/img4985.jpg,346.0,184.0,52.0,52.0,T
/img4985.jpg,412.0,115.0,48.0,48.0,T
/img4985.jpg,433.0,324.0,80.0,80.0,T
/img4985.jpg,468.0,70.0,46.0,46.0,T
/img4985.jpg,535.0,171.0,62.0,62.0,T
/img4985.jpg,556.0,100.0,52.0,52.0,T
/img4985.jpg,791.0,453.0,68.0,68.0,N
/img4985.jpg,877.0,87.0,24.0,24.0,F
/img4989.jpg,62.0,206.0,38.0,38.0,F
/img4989.jpg,282.0,215.0,162.0,162.0,T
/img4989.jpg,355.0,18.0,130.0,130.0,T
/img4989.jpg,452.0,204.0,157.0,157.0,T
/img4989.jpg,576.0,74.0,122.0,122.0,T
/img4989.jpg,758.0,177.0,30.0,30.0,F
/img4990.jpg,79.0,307.0,44.0,44.0,F
/img4990.jpg,210.0,538.0,60.0,60.0,N
/img4990.jpg,248.0,307.0,183.0,183.0,T
/img4990.jpg,346.0,111.0,141.0,141.0,T
/img4990.jpg,502.0,110.0,88.0,88.0,T
/img4990.jpg,513.0,287.0,145.0,145.0,T
/img4990.jpg,641.0,132.0,121.0,121.0,T
/img4991.jpg,7.0,219.0,45.0,45.0,F
/img4991.jpg,51.0,95.0,184.0,184.0,T
/img4991.jpg,319.0,36.0,134.0,134.0,T
/img4991.jpg,325.0,226.0,160.0,160.0,T
/img4991.jpg,478.0,225.0,150.0,150.0,T
/img4991.jpg,526.0,79.0,93.0,93.0,T
/img4991.jpg,690.0,64.0,142.0,142.0,T
/img4992.jpg,335.0,36.0,100.0,100.0,N
/img4992.jpg,451.0,62.0,116.0,116.0,T
/img4992.jpg,622.0,73.0,132.0,132.0,T
/img4992.jpg,746.0,65.0,90.0,90.0,F
/img4994.jpg,227.0,35.0,41.0,41.0,F
/img4994.jpg,325.0,191.0,26.0,26.0,N
/img4994.jpg,676.0,79.0,99.0,99.0,T
/img4999.jpg,139.0,250.0,42.0,42.0,F
/img4999.jpg,285.0,243.0,158.0,158.0,T
/img5001.jpg,331.0,238.0,35.0,35.0,F
/img5001.jpg,334.0,433.0,68.0,68.0,N
/img5001.jpg,369.0,231.0,110.0,110.0,T
/img5001.jpg,524.0,146.0,133.0,133.0,T
/img5001.jpg,877.0,300.0,26.0,26.0,F
/img5003.jpg,118.0,161.0,35.0,35.0,F
/img5003.jpg,258.0,167.0,49.0,49.0,F
/img5003.jpg,444.0,79.0,103.0,103.0,T
/img5003.jpg,603.0,125.0,96.0,96.0,T
/img5003.jpg,775.0,142.0,77.0,77.0,F
/img5004.jpg,471.0,108.0,108.0,108.0,T
/img5004.jpg,679.0,158.0,105.0,105.0,T
/img5004.jpg,790.0,167.0,48.0,48.0,F
/img5006.jpg,81.0,229.0,25.0,25.0,F
/img5006.jpg,320.0,211.0,29.0,29.0,F
/img5006.jpg,353.0,186.0,116.0,116.0,T
/img5006.jpg,509.0,121.0,121.0,121.0,T
/img5006.jpg,793.0,227.0,33.0,33.0,F
/img5017.jpg,3.0,147.0,41.0,41.0,F
/img5017.jpg,40.0,126.0,27.0,27.0,F
/img5017.jpg,127.0,130.0,34.0,34.0,F
/img5017.jpg,290.0,105.0,55.0,55.0,T
/img5017.jpg,374.0,140.0,54.0,54.0,T
/img5017.jpg,462.0,129.0,57.0,57.0,T
/img5017.jpg,463.0,278.0,43.0,43.0,N
/img5017.jpg,536.0,296.0,47.0,47.0,N
/img5017.jpg,562.0,161.0,51.0,51.0,T
/img5017.jpg,633.0,196.0,57.0,57.0,T
/img5017.jpg,718.0,112.0,67.0,67.0,T
/img5017.jpg,788.0,116.0,35.0,35.0,F
/img5017.jpg,886.0,116.0,46.0,46.0,F
/img5020.jpg,233.0,123.0,25.0,25.0,F
/img5020.jpg,349.0,160.0,64.0,64.0,T
/img5020.jpg,446.0,199.0,81.0,81.0,T
/img5020.jpg,469.0,131.0,24.0,24.0,F
/img5020.jpg,765.0,111.0,110.0,110.0,T
/img5021.jpg,148.0,134.0,101.0,101.0,T
/img5021.jpg,351.0,87.0,88.0,88.0,T
/img5021.jpg,496.0,90.0,82.0,82.0,T
/img5021.jpg,644.0,112.0,36.0,36.0,F
/img5021.jpg,657.0,90.0,98.0,98.0,T
/img5021.jpg,830.0,116.0,39.0,39.0,F
/img5021.jpg,880.0,78.0,53.0,53.0,F
/img5022.jpg,178.0,121.0,97.0,97.0,T
/img5022.jpg,343.0,101.0,35.0,35.0,F
/img5022.jpg,382.0,77.0,84.0,84.0,T
/img5022.jpg,532.0,232.0,91.0,91.0,N
/img5022.jpg,550.0,102.0,69.0,69.0,T
/img5022.jpg,714.0,61.0,91.0,91.0,T
/img5026.jpg,297.0,450.0,83.0,83.0,N
/img5026.jpg,326.0,243.0,140.0,140.0,T
/img5026.jpg,394.0,137.0,93.0,93.0,T
/img5026.jpg,530.0,228.0,105.0,105.0,T
/img5026.jpg,530.0,71.0,26.0,26.0,F
/img5026.jpg,635.0,480.0,39.0,39.0,N
/img5026.jpg,679.0,295.0,131.0,131.0,T
/img5026.jpg,716.0,3.0,46.0,46.0,F
/img5026.jpg,868.0,204.0,30.0,30.0,N
/img5027.jpg,217.0,198.0,105.0,105.0,T
/img5027.jpg,349.0,277.0,130.0,130.0,T
/img5027.jpg,396.0,120.0,25.0,25.0,F
/img5027.jpg,446.0,101.0,25.0,25.0,F
/img5027.jpg,499.0,254.0,97.0,97.0,T
/img5029.jpg,338.0,183.0,86.0,86.0,T
/img5029.jpg,506.0,134.0,93.0,93.0,T
/img5029.jpg,846.0,126.0,54.0,54.0,F
/img5030.jpg,301.0,205.0,171.0,171.0,T
/img5030.jpg,457.0,177.0,168.0,168.0,T
/img5030.jpg,681.0,147.0,51.0,51.0,F
/img5030.jpg,826.0,193.0,24.0,24.0,F
/img5034.jpg,80.0,107.0,27.0,27.0,F
/img5034.jpg,235.0,89.0,27.0,27.0,F
/img5034.jpg,331.0,120.0,62.0,62.0,T
/img5034.jpg,429.0,119.0,69.0,69.0,T
/img5034.jpg,544.0,64.0,64.0,64.0,T
/img5034.jpg,620.0,273.0,44.0,44.0,N
/img5034.jpg,687.0,103.0,70.0,70.0,T
/img5034.jpg,728.0,399.0,67.0,67.0,N
/img5034.jpg,890.0,103.0,44.0,44.0,F
/img5035.jpg,207.0,177.0,49.0,49.0,T
/img5035.jpg,498.0,109.0,58.0,58.0,T
/img5035.jpg,576.0,115.0,24.0,24.0,F
/img5035.jpg,705.0,294.0,46.0,46.0,N
/img5035.jpg,785.0,112.0,70.0,70.0,T
/img5036.jpg,95.0,136.0,28.0,28.0,F
/img5036.jpg,220.0,229.0,52.0,52.0,T
/img5036.jpg,303.0,197.0,49.0,49.0,T
/img5036.jpg,326.0,122.0,23.0,23.0,F
/img5036.jpg,399.0,207.0,58.0,58.0,T
/img5036.jpg,498.0,158.0,60.0,60.0,T
/img5036.jpg,601.0,133.0,64.0,64.0,T
/img5036.jpg,751.0,142.0,60.0,60.0,T
/img5037.jpg,110.0,171.0,51.0,51.0,T
/img5037.jpg,193.0,146.0,45.0,45.0,T
/img5037.jpg,256.0,125.0,22.0,22.0,F
/img5037.jpg,317.0,132.0,49.0,49.0,T
/img5037.jpg,376.0,386.0,64.0,64.0,N
/img5037.jpg,447.0,126.0,53.0,53.0,T
/img5037.jpg,550.0,106.0,55.0,55.0,T
/img5037.jpg,561.0,476.0,50.0,50.0,N
/img5037.jpg,714.0,498.0,51.0,51.0,N
/img5037.jpg,727.0,140.0,59.0,59.0,T
/img5038.jpg,366.0,193.0,85.0,85.0,T
/img5038.jpg,486.0,184.0,83.0,83.0,T
/img5038.jpg,580.0,208.0,84.0,84.0,T
/img5038.jpg,896.0,238.0,44.0,44.0,F
/img5039.jpg,257.0,146.0,56.0,56.0,F
/img5039.jpg,325.0,234.0,140.0,140.0,T
/img5039.jpg,522.0,127.0,104.0,104.0,T
/img5039.jpg,713.0,233.0,124.0,124.0,T
/img5048.jpg,1.0,174.0,25.0,25.0,F
/img5048.jpg,285.0,163.0,53.0,53.0,T
/img5048.jpg,393.0,161.0,55.0,55.0,T
/img5048.jpg,492.0,164.0,51.0,51.0,T
/img5048.jpg,571.0,219.0,49.0,49.0,T
/img5048.jpg,622.0,189.0,30.0,30.0,F
/img5048.jpg,748.0,202.0,33.0,33.0,F
/img5048.jpg,778.0,260.0,88.0,88.0,N
/img5048.jpg,843.0,174.0,52.0,52.0,F
/img5049.jpg,162.0,273.0,24.0,24.0,F
/img5049.jpg,216.0,278.0,22.0,22.0,F
/img5049.jpg,409.0,130.0,92.0,92.0,T
/img5049.jpg,524.0,230.0,80.0,80.0,T
/img5049.jpg,684.0,243.0,36.0,36.0,F
/img5050.jpg,49.0,124.0,45.0,45.0,F
/img5050.jpg,294.0,104.0,62.0,62.0,T
/img5050.jpg,396.0,90.0,60.0,60.0,T
/img5050.jpg,510.0,100.0,56.0,56.0,T
/img5050.jpg,613.0,161.0,53.0,53.0,T
/img5050.jpg,706.0,160.0,50.0,50.0,N
/img5051.jpg,141.0,258.0,89.0,89.0,T
/img5051.jpg,158.0,663.0,27.0,27.0,N
/img5051.jpg,231.0,179.0,76.0,76.0,T
/img5051.jpg,301.0,215.0,60.0,60.0,T
/img5051.jpg,352.0,540.0,46.0,46.0,N
/img5051.jpg,360.0,180.0,54.0,54.0,T
/img5051.jpg,418.0,242.0,63.0,63.0,T
/img5051.jpg,468.0,169.0,53.0,53.0,T
/img5051.jpg,516.0,220.0,53.0,53.0,T
/img5051.jpg,580.0,221.0,59.0,59.0,T
/img5051.jpg,638.0,180.0,60.0,60.0,T
/img5051.jpg,721.0,182.0,71.0,71.0,T
/img5051.jpg,831.0,210.0,25.0,25.0,F
/img5057.jpg,45.0,14.0,110.0,110.0,F
/img5057.jpg,70.0,462.0,42.0,42.0,N
/img5057.jpg,369.0,114.0,256.0,256.0,T
/img5058.jpg,9.0,258.0,38.0,38.0,F
/img5058.jpg,55.0,253.0,35.0,35.0,F
/img5058.jpg,362.0,263.0,50.0,50.0,T
/img5058.jpg,692.0,169.0,102.0,102.0,T
/img5061.jpg,140.0,260.0,42.0,42.0,F
/img5061.jpg,345.0,219.0,115.0,115.0,T
/img5061.jpg,447.0,232.0,52.0,52.0,F
/img5061.jpg,491.0,118.0,131.0,131.0,T
/img5061.jpg,674.0,236.0,46.0,46.0,N
/img5061.jpg,732.0,281.0,28.0,28.0,F
/img5062.jpg,319.0,144.0,115.0,115.0,T
